date;value
2022-08-08;16978
2022-08-14;17105
2022-08-16;10885
2022-08-18;1500
2022-08-19;260
2022-08-22;1550
2022-08-27;1135
2022-08-04;7667
2022-08-05;340
2022-08-07;4250
2022-08-17;2074
2022-08-18;222
2022-08-19;28115
2022-08-20;5400
2022-08-31;50
2021-09-08;24090
2021-09-17;9600
2021-09-24;20450
2021-09-28;12938
2021-09-05;0
2021-09-05;7652
2021-09-07;5060
2021-09-09;33196
2021-09-11;18360
2021-09-14;21747
2021-09-19;510
2021-09-23;4840
2021-09-26;2690
2021-09-30;10455
2021-09-06;5025
2021-09-09;31316
2021-09-10;33784
2021-09-11;3841
2021-09-12;9020
2021-09-14;18728
2021-09-20;29259
2021-09-21;19520
2021-09-22;2432
2021-09-22;12589
2021-09-25;4590
2021-09-27;9337
2021-09-02;25642
2021-09-08;12450
2021-09-19;4298
2021-09-20;7240
2021-09-28;8930
2021-09-30;9088
2021-09-02;8980
2021-09-03;30205
2021-09-04;1352
2021-09-04;12000
2021-09-23;840
2021-09-25;11172
2021-09-05;3500
2021-09-06;48469
2021-09-10;1900
2021-09-16;14620
2021-09-18;350
2021-09-29;19295
2021-09-01;16248
2021-09-03;7350
2021-09-18;367
2021-09-18;3700
2021-09-26;5720
2021-09-28;2300
2021-09-02;31636
2021-09-03;27104
2021-09-06;10311
2021-09-08;34035
2021-09-19;1850
2021-09-24;9137
2021-09-27;28338
2021-09-03;10650
2021-09-07;19492
2021-09-11;2
2021-09-15;18471
2021-09-16;16446
2021-09-20;7200
2021-09-20;25635
2021-09-29;185
2021-09-05;4245
2021-09-09;11590
2021-09-16;10054
2021-09-19;700
2021-09-22;2007
2021-09-30;13350
2021-09-01;2605
2021-09-02;3922
2021-09-10;27882
2021-09-12;1375
2021-09-13;4860
2021-09-17;750
2021-09-21;32574
2021-09-25;150
2021-09-04;1100
2021-09-10;7052
2021-09-13;33206
2021-09-17;28547
2021-09-21;1400
2021-09-21;22083
2021-09-23;15557
2021-09-24;4110
2021-09-27;7208
2021-09-07;14917
2021-09-15;2256
2021-09-15;35050
2021-09-16;6760
2021-09-23;11573
2021-09-25;1430
2021-09-26;600
2021-09-28;5614
2021-09-01;6305
2021-09-11;10250
2021-09-12;5200
2021-09-13;22485
2021-09-14;8028
2021-09-15;6145
2021-09-17;20379
2021-09-24;25604
2021-09-27;9961
2021-09-29;130
2022-09-04;9685
2022-09-07;14133
2022-09-12;2465
2022-09-14;10764
2022-09-20;400
2022-09-20;1815
2022-09-20;51145
2022-09-21;3512
2022-09-24;0
2022-09-24;2805
2022-09-27;170
2022-09-01;2185
2022-09-01;45645
2022-09-04;8104
2022-09-06;2027
2022-09-14;5460
2022-09-15;3150
2022-09-16;63805
2022-09-01;0
2022-09-02;13400
2022-09-06;93200
2022-09-15;1780
2022-09-16;150
2022-09-17;0
2022-09-17;600
2022-09-22;259
2022-09-25;0
2022-09-29;25950
2022-09-13;1759
2022-09-28;3520
2022-09-30;1266
2022-09-02;140
2022-09-03;700
2022-09-06;4400
2022-09-08;7705
2022-09-09;1300
2022-09-10;30470
2022-09-11;5378
2022-09-11;3210
2022-09-12;6562
2022-09-15;6800
2022-09-15;210
2022-09-23;3898
2022-09-29;1710
2022-09-03;10490
2022-09-10;9601
2022-09-13;500
2022-09-13;49085
2022-09-17;5462
2022-09-18;2000
2022-09-19;11264
2022-09-21;43785
2022-09-04;0
2022-09-05;9668
2022-09-06;16304
2022-09-08;5770
2022-09-10;1000
2022-09-19;2348
2022-09-20;3745
2022-09-20;1962
2022-09-23;709
2022-09-24;31145
2022-09-26;2678
2022-09-04;0
2022-09-07;250
2022-09-09;2682
2022-09-10;3509
2022-09-12;7480
2022-09-12;93250
2022-09-16;0
2022-09-18;670
2022-09-19;4340
2022-09-23;1875
2022-09-28;800
2022-09-30;3000
2022-09-05;5930
2022-09-08;10412
2022-09-16;8651
2022-09-17;10675
2022-09-21;8030
2022-09-21;0
2022-09-25;4398
2022-09-27;3410
2022-09-01;6970
2022-09-10;0
2022-09-19;2740
2022-09-22;800
2022-09-25;0
2022-09-25;1184
2022-09-27;26240
2022-09-28;41980
2022-09-07;5110
2022-09-13;1150
2022-09-14;170
2022-09-14;61025
2022-09-18;11990
2022-09-21;0
2022-09-24;5286
2022-09-26;5502
2022-09-29;4490
2022-09-29;364
2022-09-30;0
2022-09-03;900
2022-09-04;0
2022-09-05;8756
2022-09-07;58980
2022-09-08;31877
2022-09-08;81415
2022-09-09;8987
2022-09-13;16261
2022-09-14;9250
2022-09-19;53365
2022-09-22;1350
2022-09-23;40650
2022-09-24;650
2022-09-26;1410
2022-09-27;0
2022-09-28;14937
2022-09-01;2874
2022-09-02;48905
2022-09-03;9471
2022-09-05;90050
2022-09-26;1300
2021-10-07;7970
2021-10-11;34437
2021-10-12;9150
2021-10-17;5200
2021-10-25;16905
2021-10-25;18070
2021-10-26;10477
2021-10-27;13382
2021-10-27;16027
2021-10-28;9375
2021-10-01;5675
2021-10-02;8670
2021-10-06;5450
2021-10-08;24648
2021-10-09;614
2021-10-16;4120
2021-10-24;0
2021-10-30;12000
2021-10-10;12060
2021-10-16;9455
2021-10-17;6210
2021-10-27;6551
2021-10-29;5699
2021-10-31;0
2021-10-06;34876
2021-10-07;22597
2021-10-10;20000
2021-10-11;43064
2021-10-17;150
2021-10-20;15444
2021-10-20;17620
2021-10-23;2860
2021-10-25;7645
2021-10-31;2350
2021-10-01;10950
2021-10-01;10770
2021-10-04;42545
2021-10-05;22752
2021-10-17;8850
2021-10-28;2490
2021-10-12;15398
2021-10-14;21716
2021-10-16;8308
2021-10-21;5460
2021-10-28;3356
2021-10-29;5300
2021-10-02;1500
2021-10-06;25147
2021-10-09;7970
2021-10-18;25497
2021-10-19;12905
2021-10-26;19966
2021-10-31;8750
2021-10-02;2930
2021-10-10;3015
2021-10-11;15450
2021-10-12;0
2021-10-12;6415
2021-10-13;11662
2021-10-13;26816
2021-10-15;21578
2021-10-21;14931
2021-10-22;3360
2021-10-09;2315
2021-10-14;4325
2021-10-19;3440
2021-10-22;0
2021-10-22;4815
2021-10-27;200
2021-10-07;11709
2021-10-09;0
2021-10-14;5655
2021-10-19;5670
2021-10-22;8032
2021-10-23;1285
2021-10-24;0
2021-10-29;18766
2021-10-30;13540
2021-10-03;7125
2021-10-15;13674
2021-10-16;11892
2021-10-20;8110
2021-10-23;410
2021-10-26;10034
2021-10-02;6652
2021-10-05;11070
2021-10-15;5544
2021-10-18;23149
2021-10-19;18397
2021-10-30;5005
2021-10-03;500
2021-10-03;2640
2021-10-04;16322
2021-10-05;7190
2021-10-05;50732
2021-10-08;24650
2021-10-13;2400
2021-10-14;30495
2021-10-23;3330
2021-10-24;0
2021-10-03;100
2021-10-04;16467
2021-10-07;20270
2021-10-10;2000
2021-10-15;5500
2021-10-26;3104
2021-10-28;9522
2022-10-04;6829
2022-10-04;50065
2022-10-06;19210
2022-10-09;33435
2022-10-15;3835
2022-10-15;8125
2022-10-17;24195
2022-10-19;11040
2022-10-21;2150
2022-10-23;0
2022-10-24;8770
2022-10-27;10040
2022-10-03;5966
2022-10-04;3944
2022-10-04;0
2022-10-20;5667
2022-10-23;2112
2022-10-23;11290
2022-10-26;2500
2022-10-29;0
2022-10-31;3050
2022-10-08;270
2022-10-12;2800
2022-10-12;0
2022-10-13;300
2022-10-14;16345
2022-10-19;47740
2022-10-20;2497
2022-10-30;4900
2022-10-30;9070
2022-10-01;3665
2022-10-10;58067
2022-10-15;0
2022-10-16;4065
2022-10-22;1114
2022-10-25;9173
2022-10-27;0
2022-10-28;6647
2022-10-01;0
2022-10-02;160
2022-10-05;2517
2022-10-28;1550
2022-10-30;0
2022-10-05;85840
2022-10-06;4875
2022-10-11;20977
2022-10-14;35769
2022-10-17;1250
2022-10-18;12906
2022-10-19;10130
2022-10-22;42910
2022-10-26;1700
2022-10-27;38540
2022-10-29;100
2022-10-04;5690
2022-10-06;21662
2022-10-06;600
2022-10-07;250
2022-10-08;0
2022-10-13;12412
2022-10-22;0
2022-10-25;37530
2022-10-27;8399
2022-10-29;0
2022-10-03;3265
2022-10-05;4500
2022-10-09;1400
2022-10-13;21645
2022-10-17;26490
2022-10-20;7100
2022-10-26;3390
2022-10-26;35420
2022-10-28;61850
2022-10-09;0
2022-10-15;400
2022-10-18;7157
2022-10-18;4448
2022-10-20;33195
2022-10-24;0
2022-10-02;6830
2022-10-03;0
2022-10-03;62795
2022-10-08;29685
2022-10-20;1886
2022-10-21;8900
2022-10-25;1290
2022-10-30;1550
2022-10-05;6430
2022-10-07;20861
2022-10-10;28237
2022-10-13;32970
2022-10-21;67640
2022-10-22;7280
2022-10-24;2950
2022-10-27;4060
2022-10-29;22265
2022-10-01;2475
2022-10-01;22890
2022-10-10;13213
2022-10-11;7502
2022-10-14;2895
2022-10-14;3665
2022-10-16;2185
2022-10-18;3940
2022-10-23;0
2022-10-25;4950
2022-10-02;7450
2022-10-03;1970
2022-10-07;15540
2022-10-10;0
2022-10-16;700
2022-10-17;14921
2022-10-21;0
2022-10-22;1800
2022-10-24;65805
2022-10-29;3250
2022-10-31;24445
2021-11-01;900
2021-11-06;25089
2021-11-07;3800
2021-11-11;45717
2021-11-12;10574
2021-11-15;780
2021-11-19;17330
2021-11-19;29814
2021-11-21;15655
2021-11-24;16600
2021-11-24;9603
2021-11-28;7340
2021-11-15;21970
2021-11-24;1820
2021-11-30;450
2021-11-01;16957
2021-11-04;8319
2021-11-04;23210
2021-11-07;5490
2021-11-11;37461
2021-11-12;16299
2021-11-13;1808
2021-11-13;4560
2021-11-14;2990
2021-11-25;9995
2021-11-28;0
2021-11-01;31493
2021-11-04;19414
2021-11-08;41880
2021-11-09;7165
2021-11-14;2900
2021-11-16;22410
2021-11-17;3020
2021-11-18;2150
2021-11-18;19063
2021-11-24;1540
2021-11-25;2900
2021-11-27;8960
2021-11-06;3549
2021-11-11;3550
2021-11-14;1300
2021-11-14;8175
2021-11-16;34182
2021-11-20;4670
2021-11-03;45828
2021-11-13;370
2021-11-16;13579
2021-11-21;2220
2021-11-25;9270
2021-11-26;16482
2021-11-05;11064
2021-11-08;33872
2021-11-12;9650
2021-11-13;10905
2021-11-17;4380
2021-11-21;11027
2021-11-22;23132
2021-11-22;16210
2021-11-27;2600
2021-11-02;370
2021-11-09;29965
2021-11-17;29431
2021-11-20;0
2021-11-26;3959
2021-11-28;0
2021-11-30;7670
2021-11-06;3050
2021-11-23;2100
2021-11-04;13653
2021-11-08;33499
2021-11-12;11804
2021-11-15;1154
2021-11-18;10130
2021-11-28;13323
2021-11-29;10114
2021-11-02;2100
2021-11-05;3796
2021-11-05;15840
2021-11-07;13050
2021-11-22;25269
2021-11-03;14210
2021-11-06;6780
2021-11-10;21561
2021-11-20;490
2021-11-26;300
2021-11-29;1714
2021-11-02;1360
2021-11-02;2736
2021-11-05;15530
2021-11-07;3674
2021-11-08;13352
2021-11-09;30790
2021-11-10;13003
2021-11-11;8200
2021-11-17;11078
2021-11-27;2400
2021-11-29;12911
2021-11-29;23272
2021-11-30;14653
2021-11-30;21978
2021-11-09;14750
2021-11-16;4115
2021-11-20;20860
2021-11-23;14476
2021-11-23;12679
2021-11-25;15445
2021-11-26;7150
2021-11-27;8664
2022-11-05;42880
2022-11-06;200
2022-11-06;100
2022-11-10;33674
2022-11-11;928
2022-11-16;3560
2022-11-19;230
2022-11-20;3540
2022-11-20;0
2022-11-29;640
2022-11-01;1612
2022-11-05;12566
2022-11-06;24745
2022-11-10;1116
2022-11-10;10830
2022-11-18;4250
2022-11-18;1032
2022-11-21;47070
2022-11-22;3630
2022-11-23;7032
2022-11-25;3962
2022-11-26;5393
2022-11-26;34505
2022-11-03;4320
2022-11-06;3630
2022-11-06;4200
2022-11-12;0
2022-11-12;6200
2022-11-16;0
2022-11-25;2670
2022-11-02;16350
2022-11-07;12600
2022-11-09;26296
2022-11-13;0
2022-11-15;15708
2022-11-16;31321
2022-11-17;2017
2022-11-17;10218
2022-11-17;38725
2022-11-20;0
2022-11-22;5640
2022-11-22;10360
2022-11-27;0
2022-11-29;21715
2022-11-01;550
2022-11-02;15510
2022-11-10;23365
2022-11-19;0
2022-11-24;1610
2022-11-25;8360
2022-11-30;8070
2022-11-01;11457
2022-11-04;0
2022-11-08;1000
2022-11-11;11984
2022-11-15;4207
2022-11-17;420
2022-11-19;13390
2022-11-26;0
2022-11-27;8020
2022-11-03;0
2022-11-05;2350
2022-11-09;2565
2022-11-15;3918
2022-11-21;13475
2022-11-23;35655
2022-11-29;9180
2022-11-30;0
2022-11-01;46730
2022-11-02;4618
2022-11-02;0
2022-11-03;57060
2022-11-04;93010
2022-11-07;7190
2022-11-08;7855
2022-11-14;3513
2022-11-14;39364
2022-11-20;0
2022-11-28;48165
2022-11-01;4347
2022-11-11;1500
2022-11-12;0
2022-11-18;33635
2022-11-23;7243
2022-11-25;54050
2022-11-29;1750
2022-11-09;800
2022-11-10;350
2022-11-11;12230
2022-11-20;7615
2022-11-23;0
2022-11-24;1000
2022-11-25;4070
2022-11-28;2990
2022-11-28;2590
2022-11-04;13852
2022-11-07;16914
2022-11-09;66240
2022-11-11;7238
2022-11-14;16090
2022-11-14;100
2022-11-16;34805
2022-11-18;14430
2022-11-22;1471
2022-11-24;11254
2022-11-24;19505
2022-11-29;12245
2022-11-02;1000
2022-11-03;3700
2022-11-04;200
2022-11-05;0
2022-11-08;9146
2022-11-13;100
2022-11-13;1685
2022-11-15;0
2022-11-22;32285
2022-11-23;1500
2022-11-28;14661
2022-11-30;45425
2022-11-09;13422
2022-11-17;17359
2022-11-18;11474
2022-11-19;2000
2022-11-24;4439
2022-11-26;500
2021-12-05;2250
2021-12-06;2997
2021-12-08;12555
2021-12-12;7760
2021-12-31;24101
2021-12-31;9000
2021-12-02;15130
2021-12-16;8525
2021-12-16;34438
2021-12-17;9924
2021-12-23;16875
2021-12-25;9850
2021-12-29;13937
2021-12-04;6350
2021-12-04;5520
2021-12-09;35355
2021-12-11;15245
2021-12-13;10757
2021-12-15;9368
2021-12-28;6070
2021-12-29;10590
2021-12-06;20469
2021-12-07;9900
2021-12-13;14130
2021-12-30;4390
2021-12-04;17804
2021-12-14;14181
2021-12-16;11220
2021-12-17;7530
2021-12-19;6570
2021-12-21;24409
2021-12-06;60081
2021-12-09;12340
2021-12-12;4708
2021-12-21;9827
2021-12-22;7235
2021-12-23;62
2021-12-09;31687
2021-12-18;12550
2021-12-20;1800
2021-12-30;14384
2021-12-03;13061
2021-12-03;17095
2021-12-05;300
2021-12-05;10713
2021-12-06;15380
2021-12-13;18028
2021-12-25;0
2021-12-26;0
2021-12-05;5150
2021-12-10;8381
2021-12-14;8879
2021-12-21;6543
2021-12-22;14434
2021-12-24;4170
2021-12-30;4400
2021-12-31;5067
2021-12-01;7080
2021-12-08;33701
2021-12-12;16090
2021-12-13;35647
2021-12-15;9054
2021-12-15;37834
2021-12-18;12081
2021-12-24;8400
2021-12-27;385
2021-12-28;4955
2021-12-01;3100
2021-12-02;30783
2021-12-03;4730
2021-12-16;4126
2021-12-22;7800
2021-12-26;3327
2021-12-04;4680
2021-12-11;0
2021-12-14;29155
2021-12-17;29092
2021-12-18;22250
2021-12-19;800
2021-12-25;0
2021-12-27;23156
2021-12-31;1200
2021-12-03;19960
2021-12-07;29105
2021-12-07;48934
2021-12-10;49678
2021-12-14;3050
2021-12-18;2404
2021-12-22;13428
2021-12-23;28080
2021-12-28;11893
2021-12-29;10200
2021-12-01;11662
2021-12-08;33361
2021-12-11;3570
2021-12-19;1870
2021-12-20;16759
2021-12-20;11564
2021-12-21;25439
2021-12-24;1220
2021-12-25;8107
2021-12-26;0
2021-12-28;4219
2022-12-07;200
2022-12-07;83220
2022-12-09;11550
2022-12-10;2900
2022-12-14;750
2022-12-15;1460
2022-12-26;600
2022-12-28;0
2022-12-29;10765
2022-12-31;19600
2022-12-06;11882
2022-12-06;78292
2022-12-13;0
2022-12-14;2185
2022-12-14;9350
2022-12-16;42830
2022-12-17;7632
2022-12-23;1580
2022-12-25;895
2022-12-25;0
2022-12-27;39200
2022-12-28;50695
2022-12-29;8200
2022-12-31;0
2022-12-01;22936
2022-12-08;61180
2022-12-10;5155
2022-12-18;17918
2022-12-09;5148
2022-12-10;250
2022-12-10;23465
2022-12-19;8480
2022-12-20;37045
2022-12-22;10485
2022-12-09;9817
2022-12-20;1520
2022-12-27;75
2022-12-30;0
2022-12-02;24910
2022-12-02;9990
2022-12-03;2400
2022-12-03;17944
2022-12-05;60689
2022-12-06;11922
2022-12-08;1700
2022-12-13;9220
2022-12-15;21929
2022-12-16;24702
2022-12-18;0
2022-12-21;600
2022-12-02;1370
2022-12-10;2935
2022-12-11;2490
2022-12-11;0
2022-12-12;25710
2022-12-12;79697
2022-12-16;4317
2022-12-16;10950
2022-12-18;0
2022-12-18;0
2022-12-19;150
2022-12-21;20028
2022-12-24;6655
2022-12-26;5658
2022-12-01;1650
2022-12-08;11454
2022-12-11;5760
2022-12-15;3755
2022-12-19;21462
2022-12-22;48165
2022-12-26;3902
2022-12-26;53525
2022-12-27;3230
2022-12-30;200
2022-12-01;0
2022-12-03;0
2022-12-04;0
2022-12-07;16750
2022-12-23;25930
2022-12-24;2720
2022-12-25;0
2022-12-31;2300
2022-12-04;950
2022-12-05;10900
2022-12-09;68815
2022-12-11;8180
2022-12-19;36105
2022-12-20;10364
2022-12-23;2400
2022-12-25;0
2022-12-31;0
2022-12-31;8725
2022-12-08;27726
2022-12-13;2741
2022-12-13;5794
2022-12-17;2300
2022-12-18;8980
2022-12-22;127
2022-12-23;6075
2022-12-24;0
2022-12-28;3996
2022-12-30;5184
2022-12-01;7200
2022-12-09;0
2022-12-20;23281
2022-12-21;1400
2022-12-26;19915
2022-12-29;325
2022-12-30;3700
2022-12-03;0
2022-12-05;0
2022-12-07;31296
2022-12-12;10506
2022-12-12;7345
2022-12-16;0
2022-12-21;47885
2022-12-22;620
2022-12-23;42312
2022-12-24;0
2022-12-25;3750
2022-12-28;6990
2022-12-29;1050
2022-12-30;36675
